user ID,Name,Age,Gender,Academic Background,Field of Study,Skills,Industry Interest,Job Type Interest,Location Interest,Salary Expectation (in USD),desired company
992464,Aurora,18,Male,Bachelor's degree,Environmental Sc.,"GIS, Environmental Sampling, Data Analysis",Technology,Contract,Los Angeles,45000, CGI Inc
966126,Charles,30,Female,Bachelor's degree,Computer Science,"Java, Python, Data Structures",Marketing,Part-time,Toronto,40000, Fujitsu
978374,Sophie,30,Male,Master's degree,Business,"Finance, Accounting, Microsoft Excel",Environmental Sc.,Full-time,Houston,35000, NEC
980594,Hunter,27,Female,Bachelor's degree,N/A,"Sales, Customer Service, Communication",Technology,Freelance,Miami,30000, Hitachi
977925,Eva,23,Male,Bachelor's degree,Nursing,"Patient Care, Medical Terminology",Finance,Full-time,San Francisco,65000, Sony Corporation
966987,Landon,26,Male,Bachelor's degree,Marketing,"Digital Marketing, Social Media",Retail,Full-time,Austin,85000, LG Electronics
966419,Naomi,34,Female,Master's degree,Engineering,"MATLAB, SolidWorks, CAD",Healthcare,Internship,Boston,30000, Samsung Electronics
997986,David,35,Male,Bachelor's degree,Psychology,"Counseling, Psychotherapy",Marketing,Freelance,New York,45000, Huawei Technologies
979665,Madeline,37,Female,Master's degree,N/A,"Hospitality, Cooking, Time Management",Engineering,Part-time,London,70000, ZTE Corporation
919796,Gavin,21,Male,Bachelor's degree,Graphic Design,"Adobe Photoshop, Illustrator",Healthcare,Full-time,Chicago,75000, Xiaomi Corporation
985459,Brooklyn,26,Female,Bachelor's degree,Education,"Curriculum Design, Teaching",Hospitality,Full-time,Los Angeles,80000, Lenovo Group
989683,Jordan,41,Male,Master's degree,Marketing,"Marketing Analytics, Market Research, Advertising",Creative,Contract,Toronto,40000, HP Inc
966595,Penelope,41,Female,Bachelor's degree,Mechanical Engineering,"CAD, FEA, Design for Manufacturing",Education,Full-time,Washington DC,60000, Dell Technologies
964740,Nicholas,44,Male,Master's degree,Psychology,"Counseling, Research Methods, Communication",Marketing,Contract,San Francisco,20000, IBM
393487,Claire,30,Female,Associate's degree,Finance,"Financial Analysis, Investment Management",Manufacturing,Part-time,Seattle,50000, Oracle Corporation
990667,Evan,20,Male,Bachelor's Degree ,Journalism,"Writing, Editing, Social Media Management",Healthcare,Full-time,London,90000, SAP SE
969714,Emilia,54,Female,Master's Degree ,Civil Engineering,"AutoCAD, Construction Management, Project Planning",Finance,Freelance,Miami,90000, Adobe Inc
19457,Aaron,28,Male,Bachelor's Degree ,Biology,"Lab Techniques, Research Methodology, Data Analysis",Media,Full-time,New York,120000, Salesforcecom
992737,Payton,43,Female,Master's Degree ,Economics,"Econometrics, Microeconomics, Statistical Analysis",Construction,Full-time,Dallas,110000, Workday Inc
974246,Zachary,22,Male,Bachelor's Degree ,Education,"Curriculum Design, Teaching, Classroom Management",Science,Internship,Miami,100000, ServiceNow Inc
960407,Eliana,53,Female,Bachelor's Degree ,Public Health,"Epidemiology, Biostatistics, Health Policy",Consulting,Freelance,San Francisco,130000, Zoom Video Communications
968734,Thomas,24,Male,Master's Degree ,Graphic Design,"Adobe Creative Suite, Illustration, Typography",Education,Full-time,Austin,150000, Dropbox Inc
967648,Skylar,25,Female,Bachelor's degree,Environmental Science,"GIS, Fieldwork, Environmental Policy",Healthcare,Full-time,Boston,100000, DocuSign Inc
752489,Adam,41,Female,Master's Degree ,International Business,"Cross-cultural Communication, Global Marketing",Design,Contract,New York,130000, Square Inc
982290,Sophie,35,Female,master's degree,Computer Science,"Java, Python, Data Structures",Environment,Full-time,London,150000, Etsy Inc
904521,Adrian,19,Male,Master's Degree ,Business,"Finance, Accounting, Microsoft Excel",Business,Full-time,Chicago,65000, PayPal Holdings Inc
985097,Taylor,38,Male,master's degree,health,"medicals, Customer Service, Communication",Health care,Contract,Los Angeles,85000, Visa Inc
997706,Cooper,40,Male,Master's Degree ,Nursing,"Patient Care, Medical Terminology",Finance,Full-time,Toronto,30000, Mastercard Inc
977799,Eleanor,54,Female,"master""s degree",Marketing,"Digital Marketing, Social Media",healthcare,Full-time,Washington DC,45000, American Express Company
964504,Richard,22,Male,Bachelor's degree,Public Health,"Epidemiology, Biostatistics, Data Analysis",Technology,Full-time,Seattle,70000, Discover Financial Services
911782,Caroline,36,Male,Master's degree,Mechanical Eng.,"AutoCAD, MATLAB, Robotics",Agriculture,Contract,London,75000, Intuit Inc
988868,Grayson,35,Female," bachelor""s degree",Computer Science,"C++, Java, Web Development",Energy,Part-time,Miami,80000, Uber Technologies Inc
976739,Ruby,31,Male,Associate's degree,Architecture,"AutoCAD, SketchUp, Adobe Photoshop",Retail,Full-time, New York,40000, Lyft Inc
974688,Mason,38,Female,Bachelor's degree,Accounting,"Tax Preparation, Financial Reporting, Excel",Technology,Freelance, California,60000, Airbnb Inc
663594,Elsie,22,Female,Master's degree,IT,"Network Security, Troubleshooting, Linux",Transportation,Full-time, Texas,20000, Expedia Group Inc
968470,Aiden,32,male,Bachelor's degree,Marketing,"Market Research, Strategic Planning",Marketing,Full-time, Florida,65000, Booking Holdings Inc
984191,Ivy,47,female,Master's degree,Computer Science,"excel, Python, Data Structures",Media,Internship, Ohio,50000, Tripadvisor Inc
969757,Blake,57,female,Bachelor's degree,Computer Science,"power bi, Python, Data Structures",Consulting,Freelance, Oregon,90000, Google (Alphabet Inc)
979272,Piper,35,male,Associate's degree,Computer Science,"Rstudio, Python, Data Structures",Technology,Part-time, Colorado,100000, Facebook Inc
356345,Tristan,43,female,Bachelor's degree,Computer Science,"Rstudio, Python, Data Structures",Technology,Full-time, Georgia,65000, Twitter Inc
987413,Sadie,35,,Associate's degree,Computer Science,"Rstudio, Python, Data Structures",Technology,Full-time, Michigan,85000, Snap Inc
958749,Leo,33,,Master's degree,Industrial Engineering,Process design and optimization Lean manufacturing Quality control,Technology,Contract, Arizona,30000, Pinterest Inc
976677,Stella,32,,Bachelor's degree,Psychology,Cognitive behavioral therapy Psychometric testing Research design and analysis,Technology,Full-time," Alberta, Canada",45000, Microsoft Corporation
961817,Peter,41,,Bachelor's degree,Environmental Science,Data analysis and interpretation Ecosystem modeling Climate change adaptation planning,technology,Full-time," Sindh, Pakistan",70000, Amazoncom Inc
974435,Annabelle,36,,Master's degree,Computer Science,Algorithm design and analysis Object-oriented programming Database management,healthcare,Contract," Sao Paulo, Brazil",75000,continue
953686,Austin,25,," bachelor""s degree",Journalism,Investigative reporting Multimedia storytelling Data journalism,Construction,Part-time," Yucatan, Mexico",85000, Netflix Inc
971590,Gabriella,27,Male+D43B100D2:D59,Associate's degree,Mechanical Engineering,Material science CAD modeling and simulation Robotics,Technology,Full-time," Eastern Cape, South Africa",25000, Apple Inc
959195,Roman,42,Female,Bachelor's degree,Business Administration,Financial analysis and forecasting Strategic planning Project management,media,Freelance," Hubei, China",55000, Intel Corporation
986657,Jade,25,Male,Bachelor's degree,Biology,Genetic analysis and manipulation Microscopy and imaging techniques Field research and data collection,construction,Full-time," Lombardy, Italy",65000, Cisco Systems Inc
982526,Diego,30,Female,Master's degree,Graphic Design,Typography and layout design Branding and identity design User experience design,fintech,Contract," Ogun, Nigeria",55000, Juniper Networks Inc
926327,Hazel,23,Male," bachelor""s degree",Political Science,Comparative politics international relations Political theory,healthcare,Part-time," Odisha, India",35000, F Networks Inc
964346,Carlos,32,Female,Bachelor's degree,Anthropology,Ethnographic field methods Cultural analysis and interpretation Linguistic anthropology,Technology,Freelance," Canterbury, New Zealand",45000, Fortinet Inc
980415,Elizabeth,39,Male,Master's degree,physcics ,Quantum mechanics Mathematical modeling and simulation Experimental design and data analysis,media,Full-time," Paris, France",80000, Palo Alto Networks Inc
937498,Brody,41,Female,Master's degree,education,Curriculum design and evaluation Classroom management and instruction Educational psychology and assessment,healthcare,Full-time," London, United Kingdom",45000, Symantec Corporation
976592,Genevieve,30,Male,Bachelor's degree,marketing,Market research and analysis Brand management Digital marketing and advertising,Technology,Contract," Berlin, Germany",55000, McAfee LLC
971327,Cole,26,Female,Bachelor's degree,Linguistics,Phonetics and phonology Semantics and pragmatics Language acquisition and development,education,Part-time," Madrid, Spain",35000, Akamai Technologies Inc
972224,Hadley,57,Female,Master's degree,Architecture,Architectural drafting and design Building materials and construction techniques Sustainable design and green building,media,Full-time," Rome, Italy",75000, Cloudflare Inc
978644,Felix,30,Male,Bachelor's degree,chemistry,Chemical synthesis and analysis Spectroscopy and analytical techniques Biochemistry and molecular biology,education,Freelance," Moscow, Russia",45000, ZoomInfo Technologies Inc
974622,Josephine,38,Female,Bachelor's degree,social work ,Case management and client assessment Crisis intervention and counseling Policy analysis and advocacy,Construction,Full-time," Amsterdam, Netherlands",40000, Okta Inc
957806,Micah,34,Male,Bachelor's degree,music,Music theory and composition Performance technique and interpretation Music technology and production,Manufacturing,Full-time," Vienna, Austria",35000, DocuSign Inc
810639,Mackenzie,38,Male,Master's degree,history,Historical research and interpretation Archival research and documentation Oral history interviewing and analysis,media ,Internship," Athens, Greece",30000, CrowdStrike Holdings Inc
983179,Vincent,22,Female,Bachelor's degree,economics,Micro and macroeconomic analysis Econometrics and statistical analysis Game theory and decision-making,media ,Freelance," Lisbon, Portugal",65000, Dropbox Inc
991984,Clara,18,Male,Master's degree,theather,Acting technique and performance Stagecraft and production design Dramaturgy and playwriting,media,Part-time," Copenhagen, Denmark",85000, Slack Technologies Inc
980137,Maxwell,24,Female,Bachelor's degree,Public Health,Epidemiological research and analysis Health policy and management Community health promotion and education,fintech,Full-time," Brussels, Belgium",30000, Atlassian Corporation Plc
971312,Summer,41,Male,Bachelor's degree,Philosophy,Epistemology and metaphysics Ethics and moral philosophy Political and social philosophy,media,Full-time," Helsinki, Finland",45000, Twilio Inc
958733,Justin,37,Male,Master's degree,Criminal Justice,"Epistemology and metaphysics Ethics and moral philosophy Political and social philosophy
Criminal Justice",education,Contract," Oslo, Norway",70000, MongoDB Inc
974239,Cecilia,22,Female,Bachelor's degree,art history ,Art criticism and theory Museum studies and curation Visual culture and media studies,media,Full-time," Stockholm, Sweden",75000, Cloudera Inc
980461,Kingston,26,Male,Master's degree,Mathematics,Calculus and advanced algebra Geometry and topology Probability and statistics,media,Contract," Zurich, Switzerland",80000, Snowflake Inc
992832,Julia,26,Female,Associate's degree,sociology ,Social research methods Cultural analysis and interpretation Social inequality and stratification,media,Part-time," Warsaw, Poland",40000, Splunk Inc
975713,Seth,39,Male,Bachelor's Degree ,public relation,"
Media relations and communication Crisis management and reputation repair Event planning and coordination",education,Full-time," Budapest, Hungary",60000, Nutanix Inc
985072,Sophie,33,Female,Master's Degree ,Philosophy,Epistemology and metaphysics Ethics and moral philosophy Political and social philosophy,media ,Freelance," Dubrovnik, Croatia",20000, Red Hat Inc
967684,Oscar,42,Male,Bachelor's Degree ,Aerospace Engineering,Aerodynamics and fluid mechanics Materials science and engineering Control systems and instrumentation,media,Full-time," Reykjavik, Iceland",50000, ServiceNow Inc
961643,Alexandra,34,Female,Master's Degree ,Communication Studies,Interpersonal communication and relationships Mass media and communication technology Organizational communication and management,media,Full-time," Edinburgh, United Kingdom",90000, VMware Inc
972673,Derek,41,Male,Bachelor's Degree ,English Literature,Literary analysis and interpretation Creative writing and composition Rhetoric and composition theory,Manufacturing,Internship," Dublin, Ireland",90000, Dell Technologies Inc
933953,Jasmine,29,Female,Bachelor's Degree ,Computer Science,"Java, Python, Data Structures",media,Freelance," Prague, Czech Republic",120000, Hewlett Packard Enterprise Co
961925,Chance,31,Male,Master's Degree ,Business,"Finance, Accounting, Microsoft Excel",education,Full-time," Tallinn, Estonia",110000, Lenovo Group Limited
983382,Isabelle,32,Female,Bachelor's degree,N/A,"Sales, Customer Service, Communication",Industry Interest,Full-time," Riga, Latvia",100000, Nokia Corporation
967643,Elliot,35,Male,Master's Degree ,Nursing,"Patient Care, Medical Terminology",Technology,Contract," Vilnius, Lithuania",130000, Ericsson
962131,Emery,29,Female,master's degree,Marketing,"Digital Marketing, Social Media",Finance,Full-time," Sofia, Bulgaria",150000, Broadcom Inc
981132,Tucker,30,Male,Master's Degree ,Public Health,"Epidemiology, Biostatistics, Data Analysis",Retail,Full-time," Bucharest, Romania",65000, Qualcomm Inc
7042,Alaina,50,Female,master's degree,Mechanical Eng.,"AutoCAD, MATLAB, Robotics",Healthcare,Contract," Belgrade, Serbia",85000, Micron Technology Inc
954883,Wesley,34,Male,Master's Degree ,Computer Science,"C++, Java, Web Development",Marketing,Full-time," Sarajevo, Bosnia and Herzegovina",30000, Texas Instruments Incorporated
548231,Valerie,34,Female,"master""s degree",Architecture,"AutoCAD, SketchUp, Adobe Photoshop",Healthcare,Full-time," Bratislava, Slovakia",45000, Applied Materials Inc
962971,George,28,Female,Bachelor's degree,Culinary Arts,"Cooking, Food Safety, Kitchen Management",Engineering,Full-time," Ljubljana, Slovenia",70000, Lam Research Corporation
987831,Serenity,44,Female,Master's degree,Accounting,"Tax Preparation, Financial Reporting, Excel",Technology,Contract," Zagreb, Croatia",75000, ASML Holding NV
976658,Mario,31,Male," bachelor""s degree",IT,"Network Security, Troubleshooting, Linux",Architecture,Part-time," Marseille, France",80000, Sony Corporation
963464,Delilah,35,Male,Associate's degree,Marketing,"Market Research, Strategic Planning",Hospitality,Full-time," Lyon, France",40000, Canon Inc
965543,Louis,21,Male,Bachelor's degree,Environmental Sc.,"GIS, Environmental Sampling, Data Analysis",Finance,Freelance," Munich, Germany",60000, Fujifilm Holdings Corporation
961713,Esmeralda,40,Female,Master's degree,Computer Science,"Java, Python, Data Structures",Technology,Full-time," Hamburg, Germany",20000," Ricoh Company, Ltd"
957965,Cooper,23,Male,Bachelor's degree,Business,"Finance, Accounting, Microsoft Excel",Marketing,Full-time," Cologne, Germany",65000, Seiko Epson Corporation
962251,Jocelyn,34,Male,Master's degree,N/A,"Sales, Customer Service, Communication",Environmental Sc.,Internship," Frankfurt, Germany",50000, Acer Inc
992239,Everett,20,Female,Bachelor's degree,Nursing,"Patient Care, Medical Terminology",Technology,Freelance," Dresden, Germany",90000, Lenovo Group Limited
986724,Faith,46,Male,Associate's degree,Marketing,"Digital Marketing, Social Media",Finance,Part-time," Salzburg, Austria",100000," Hon Hai Precision Industry Co, Ltd"
985365,Cody,32,Female,Bachelor's degree,Engineering,"MATLAB, SolidWorks, CAD",Retail,Full-time," Krakow, Poland",65000, Toshiba Corporation
991315,Eden,25,Female,Associate's degree,Psychology,"Counseling, Psychotherapy",Healthcare,Full-time," Gdansk, Poland",85000, Panasonic Corporation
969308,Sawyer,41,male,Master's degree,N/A,"Hospitality, Cooking, Time Management",Marketing,Contract," Valencia, Spain",30000, LG Electronics Inc
973028,Melody,27,female,Bachelor's degree,Graphic Design,"Adobe Photoshop, Illustrator",Engineering,Full-time," Malaga, Spain",45000," Samsung Electronics Co, Ltd"
978672,Kingston,19,female,Bachelor's degree,Education,"Curriculum Design, Teaching",Healthcare,Full-time," Porto, Portugal",70000, SK Hynix Inc
992405,Harper,18,male,Master's degree,Marketing,"Marketing Analytics, Market Research, Advertising",Hospitality,Contract," Krakow, Poland",75000, Micron Technology Inc
939250,Grant,22,female," bachelor""s degree",Mechanical Engineering,"CAD, FEA, Design for Manufacturing",Creative,Part-time," Saint Petersburg, Russia",85000, Broadcom Inc
969012,Athena,23,,Associate's degree,Psychology,"Counseling, Research Methods, Communication",Education,Full-time," Geneva, Switzerland",25000, QUALCOMM Incorporated
938916,Jesse,21,,Bachelor's degree,Finance,"Financial Analysis, Investment Management",Marketing,Freelance, Monaco,55000, Nvidia Corporation
971646,Elaina,51,,Bachelor's degree,Journalism,"Writing, Editing, Social Media Management",Manufacturing,Full-time," New York City, USA",65000, Advanced Micro Devices Inc
995240,Finn,22,,Master's degree,Civil Engineering,"AutoCAD, Construction Management, Project Planning",Healthcare,Contract," Los Angeles, USA",55000, Intel Corporation
127577,Miranda,40,," bachelor""s degree",Biology,"Lab Techniques, Research Methodology, Data Analysis",Finance,Part-time," Chicago, USA",35000, Apple Inc
967958,Kai,24,,Bachelor's degree,Economics,"Econometrics, Microeconomics, Statistical Analysis",Media,Freelance," Toronto, Canada",45000, Microsoft Corporation
988441,Autumn,32,Male+D43B100D2:D60,Master's degree,Education,"Curriculum Design, Teaching, Classroom Management",Construction,Full-time," Montreal, Canada",80000, Alphabet Inc
990247,Giovanni,38,Female,Master's degree,Public Health,"Epidemiology, Biostatistics, Health Policy",Science,Full-time," Vancouver, Canada",45000," Facebook, Inc"
978830,Alexandria,34,Male,Bachelor's degree,Graphic Design,"Adobe Creative Suite, Illustration, Typography",Consulting,Contract," Mexico City, Mexico",55000, Tencent Holdings Limited
988171,Beau,22,Female,Bachelor's degree,Environmental Science,"GIS, Fieldwork, Environmental Policy",Education,Part-time," Miami, USA",35000, Alibaba Group Holding Limited
968289,Giselle,27,Male,Master's degree,International Business,"Cross-cultural Communication, Global Marketing",Healthcare,Full-time," San Francisco, USA",75000," Baidu, Inc"
962114,August,23,Female,Bachelor's degree,Computer Science,"Java, Python, Data Structures",Design,Freelance," Washington DC, USA",45000," Twitter, Inc"
968550,Hope,22,Male,Bachelor's degree,Business,"Finance, Accounting, Microsoft Excel",Environment,Full-time," Boston, USA",40000, Snap Inc
944050,Brooks,46,Female,Bachelor's degree,health,"medicals, Customer Service, Communication",Business,Full-time," Seattle, USA",35000," Pinterest, Inc"
988216,Destiny,37,Male,Master's degree,Nursing,"Patient Care, Medical Terminology",Health care,Internship," Austin, USA",30000," Dropbox, Inc"
963292,Braxton,22,Female,Bachelor's degree,Marketing,"Digital Marketing, Social Media",Finance,Freelance," Houston, USA",65000," DocuSign, Inc"
982568,Fernanda,30,Female,Master's degree,Public Health,"Epidemiology, Biostatistics, Data Analysis",healthcare,Part-time," Dallas, USA",85000," Okta, Inc"
976967,Desmond,22,Male,Bachelor's degree,Mechanical Eng.,"AutoCAD, MATLAB, Robotics",Technology,Full-time," San Diego, USA",30000, Twilio Inc
803359,Ariel,18,Female,Bachelor's degree,Computer Science,"C++, Java, Web Development",Agriculture,Full-time," Phoenix, USA",45000," Zoom Video Communications, Inc"
977913,Theo,51,Male,Master's degree,Architecture,"AutoCAD, SketchUp, Adobe Photoshop",Energy,Contract," Atlanta, USA",70000, Atlassian Corporation Plc
973818,Maeve,30,Male,Bachelor's degree,Accounting,"Tax Preparation, Financial Reporting, Excel",Retail,Full-time," Denver, USA",75000," Square, Inc"
950120,Emmanuel,23,Female,Master's degree,IT,"Network Security, Troubleshooting, Linux",Technology,Contract," Nashville, USA",80000," Etsy, Inc"
992345,Eloise,29,Male,Associate's degree,Marketing,"Market Research, Strategic Planning",Transportation,Part-time," Portland, USA",40000," PayPal Holdings, Inc"
984593,Ryder,44,Female,Bachelor's Degree ,Computer Science,"excel, Python, Data Structures",Marketing,Full-time," Calgary, Canada",60000, Visa Inc
978434,Estrella,39,Male,Master's Degree ,Computer Science,"power bi, Python, Data Structures",Media,Freelance," Ottawa, Canada",20000, Mastercard Incorporated
986356,Tristan,36,Male,Bachelor's Degree ,Computer Science,"Rstudio, Python, Data Structures",Consulting,Full-time," Quebec City, Canada",50000, American Express Company
995517,Jayla,19,Female,Master's Degree ,Computer Science,"Rstudio, Python, Data Structures",Technology,Full-time," Guadalajara, Mexico",90000," Expedia Group, Inc"
991056,Ezekiel,18,Male,Bachelor's Degree ,Computer Science,"Rstudio, Python, Data Structures",Technology,Internship," Cancun, Mexico",90000, Booking Holdings Inc
977895,Leilani,32,Female,Bachelor's Degree ,Industrial Engineering,Process design and optimization Lean manufacturing Quality control,Technology,Freelance," Tijuana, Mexico",120000," Tripadvisor, Inc"
972428,Dean,28,Male,Master's Degree ,Psychology,Cognitive behavioral therapy Psychometric testing Research design and analysis,Technology,Full-time," Edmonton, Canada",110000," Uber Technologies, Inc"
974310,Daphne,31,Female,Bachelor's degree,Environmental Science,Data analysis and interpretation Ecosystem modeling Climate change adaptation planning,Technology,Full-time," Winnipeg, Canada",100000," Lyft, Inc"
992781,Abraham,18,Male,Master's Degree ,Computer Science,Algorithm design and analysis Object-oriented programming Database management,technology,Contract," Anchorage, USA",130000," Airbnb, Inc"
978301,Camilla,25,Female,master's degree,Journalism,Investigative reporting Multimedia storytelling Data journalism,healthcare,Full-time," Honolulu, USA",150000, Dell Technologies Inc
973645,Rafael,22,Male,Master's Degree ,Mechanical Engineering,Material science CAD modeling and simulation Robotics,Construction,Full-time," Tampa, USA",65000, Hewlett Packard Enterprise Company
978436,Alessandra,24,Female,master's degree,Business Administration,Financial analysis and forecasting Strategic planning Project management,Technology,Contract," Charlotte, USA",85000, Lenovo Group Limited
989609,Tucker,12,Male,Master's Degree ,Biology,Genetic analysis and manipulation Microscopy and imaging techniques Field research and data collection,media,Full-time," Philadelphia, USA",30000, Nokia Corporation
962674,Dakota,21,Female,"master""s degree",Graphic Design,Typography and layout design Branding and identity design User experience design,construction,Full-time," Las Vegas, USA",45000, Ericsson
985419,Patrick,24,Male,Bachelor's degree,Political Science,Comparative politics international relations Political theory,fintech,Full-time," Salt Lake City, USA",70000," Huawei Technologies Co, Ltd"
948100,Lola,42,Female,Master's degree,Anthropology,Ethnographic field methods Cultural analysis and interpretation Linguistic anthropology,healthcare,Contract," San Antonio, USA",75000, ZTE Corporation
960068,Judah,52,Male," bachelor""s degree",physcics ,Quantum mechanics Mathematical modeling and simulation Experimental design and data analysis,Technology,Part-time," Indianapolis, USA",80000, Xiaomi Corporation
992831,Octavia,32,Female,Associate's degree,education,Curriculum design and evaluation Classroom management and instruction Educational psychology and assessment,media,Full-time," Kansas City, USA",40000, Sony Corporation
993170,Abraham,26,Male,Bachelor's degree,marketing,Market research and analysis Brand management Digital marketing and advertising,healthcare,Freelance," Columbus, USA",60000, Panasonic Corporation
973869,Amara,34,Female,Master's degree,Linguistics,Phonetics and phonology Semantics and pragmatics Language acquisition and development,Technology,Full-time," Louisville, USA",20000, Fujifilm Holdings Corporation
965255,Orlando,31,Female,Bachelor's degree,Architecture,Architectural drafting and design Building materials and construction techniques Sustainable design and green building,education,Full-time," Memphis, USA",65000, Canon Inc
988813,Kira,23,Female,Master's degree,chemistry,Chemical synthesis and analysis Spectroscopy and analytical techniques Biochemistry and molecular biology,media,Internship," New Orleans, USA",50000, Nikon Corporation
983098,Jorge,29,Male,Bachelor's degree,social work ,Case management and client assessment Crisis intervention and counseling Policy analysis and advocacy,education,Freelance," Oklahoma City, USA",90000," GoPro, Inc"
971500,Sienna,33,Male,Associate's degree,music,Music theory and composition Performance technique and interpretation Music technology and production,Construction,Part-time," Omaha, USA",100000, Garmin Ltd
809245,Chance,43,Male,Bachelor's degree,history,Historical research and interpretation Archival research and documentation Oral history interviewing and analysis,Manufacturing,Full-time," Pittsburgh, USA",65000," Fitbit, Inc"
980861,April,21,Female,Associate's degree,economics,Micro and macroeconomic analysis Econometrics and statistical analysis Game theory and decision-making,media ,Full-time," Raleigh, USA",85000," Sonos, Inc"
897760,Nolan,21,Male,Master's degree,theather,Acting technique and performance Stagecraft and production design Dramaturgy and playwriting,media ,Contract," Sacramento, USA",30000, Bose Corporation
981827,Cheyenne,38,Male,Bachelor's degree,Public Health,Epidemiological research and analysis Health policy and management Community health promotion and education,media,Full-time," San Jose, USA",45000, Sennheiser Electronic GmbH & Co KG
983916,Joel,33,Female,Bachelor's degree,Philosophy,Epistemology and metaphysics Ethics and moral philosophy Political and social philosophy,fintech,Full-time," St Louis, USA",70000, Ultimate Ears
967931,Aylin,41,Male,Master's degree,Criminal Justice,"Epistemology and metaphysics Ethics and moral philosophy Political and social philosophy
Criminal Justice",media,Contract,,75000," Harman International Industries, Incorporated"
979230,Felix,37,Female," bachelor""s degree",art history ,Art criticism and theory Museum studies and curation Visual culture and media studies,education,Part-time,New York,85000, Pioneer Corporation
958815,Beatrice,30,Female,Associate's degree,Mathematics,Calculus and advanced algebra Geometry and topology Probability and statistics,media,Full-time,London,25000, Continental AG
991459,Allen,18,male,Bachelor's degree,sociology ,Social research methods Cultural analysis and interpretation Social inequality and stratification,media,Freelance,Chicago,55000, Bosch
962120,Callie,26,female,Bachelor's degree,public relation,"
Media relations and communication Crisis management and reputation repair Event planning and coordination",media,Full-time,Los Angeles,65000, Siemens AG
754936,Abram,27,female,Master's degree,Philosophy,Epistemology and metaphysics Ethics and moral philosophy Political and social philosophy,education,Contract,Toronto,55000, General Electric Company
961186,Cadence,30,male," bachelor""s degree",Aerospace Engineering,Aerodynamics and fluid mechanics Materials science and engineering Control systems and instrumentation,media ,Part-time,Washington DC,35000, Honeywell International Inc
978039,Reid,33,female,Bachelor's degree,Communication Studies,Interpersonal communication and relationships Mass media and communication technology Organizational communication and management,media,Freelance,San Francisco,45000, M Company
965485,Celeste,35,,Master's degree,English Literature,Literary analysis and interpretation Creative writing and composition Rhetoric and composition theory,media,Full-time,Seattle,80000, Johnson Controls International plc
972063,Drew,26,,Master's degree,Computer Science,"Java, Python, Data Structures",Manufacturing,Full-time,London,45000, Carrier Global Corporation
970782,Mabel,28,,Bachelor's degree,Business,"Finance, Accounting, Microsoft Excel",media,Contract,Miami,55000, United Technologies Corporation
723566,Kendrick,32,,Bachelor's degree,N/A,"Sales, Customer Service, Communication",education,Part-time,New York,35000, Caterpillar Inc
983640,Perla,49,,Master's degree,Nursing,"Patient Care, Medical Terminology",Industry Interest,Full-time,Dallas,75000, Deere & Company
977826,Israel,32,,Bachelor's degree,Marketing,"Digital Marketing, Social Media",Technology,Freelance,Los Angeles,45000, Komatsu Ltd
960525,Tessa,24,Male+D43B100D2:D61,Bachelor's degree,Public Health,"Epidemiology, Biostatistics, Data Analysis",Finance,Full-time,Vancouver,40000, Volvo Group
966147,Clayton,29,Female,Bachelor's degree,Mechanical Eng.,"AutoCAD, MATLAB, Robotics",Retail,Full-time,New York,35000, General Motors Company
980587,Raelynn,41,Male,Master's degree,Computer Science,"C++, Java, Web Development",Healthcare,Internship,London,30000, Ford Motor Company
975707,Javier,28,Female,Bachelor's degree,Architecture,"AutoCAD, SketchUp, Adobe Photoshop",Marketing,Freelance,Chicago,65000, Fiat Chrysler Automobiles NV
985217,Bianca,38,Male,Master's degree,Culinary Arts,"Cooking, Food Safety, Kitchen Management",Healthcare,Part-time,Los Angeles,85000," Tesla, Inc"
969404,Phoenix,0,Female,Bachelor's degree,Accounting,"Tax Preparation, Financial Reporting, Excel",Engineering,Full-time,Toronto,30000, Toyota Motor Corporation
982991,Gia,31,Male,Bachelor's degree,IT,"Network Security, Troubleshooting, Linux",Technology,Full-time,Houston,45000," Honda Motor Co, Ltd"
987125,Winston,25,Female,Master's degree,Marketing,"Market Research, Strategic Planning",Architecture,Contract,Miami,70000," Nissan Motor Co, Ltd"
980613,Lorelei,25,Male,Bachelor's degree,Environmental Sc.,"GIS, Environmental Sampling, Data Analysis",Hospitality,Full-time,San Francisco,75000, Hyundai Motor Company
966434,Beau,40,Female,Master's degree,Computer Science,"Java, Python, Data Structures",Finance,Contract,Austin,80000, Kia Motors Corporation
967841,Johanna,21,Female,Associate's degree,Business,"Finance, Accounting, Microsoft Excel",Technology,Part-time,Boston,40000, Volkswagen AG
990165,Forrest,36,Male,Bachelor's Degree ,N/A,"Sales, Customer Service, Communication",Marketing,Full-time,New York,60000, BMW AG
992461,Amalia,33,Female,Master's Degree ,Nursing,"Patient Care, Medical Terminology",Environmental Sc.,Freelance,London,20000, Daimler AG
987765,Matteo,25,Male,Bachelor's Degree ,Marketing,"Digital Marketing, Social Media",Technology,Full-time,Chicago,50000, Audi AG
981044,Miracle,44,Male,Master's Degree ,Engineering,"MATLAB, SolidWorks, CAD",Finance,Full-time,Los Angeles,90000, Porsche AG
973876,Sullivan,25,Female,Bachelor's Degree ,Psychology,"Counseling, Psychotherapy",Retail,Internship,Toronto,90000, The Boeing Company
